timestamp,carpeta,script,algoritmo,dataset,clases_removidas,seed,n_train,n_test,n_features,num_classes,fit_seconds,pred_seconds,ms_per_sample,OA,F1_macro,system_info
2025-09-18T19:39:24,Pruebas,20250901_PruebasEntrenamientoRF.ipynb,RandomForest,PuntosMuestra_CR_2023.csv,2,42,20439,8760,13,6,0.9076,0.062,0.007,0.8826,0.8161,"{""host"": ""IALB18"", ""user"": ""Fran"", ""os"": ""Windows 10"", ""machine"": ""AMD64"", ""processor"": ""Intel64 Family 6 Model 183 Stepping 1, GenuineIntel"", ""python"": ""3.11.13"", ""cpu_count_logical"": 32, ""cpu_count_physical"": 24, ""ram_gb"": 127.71, ""numpy"": ""2.3.2"", ""pandas"": ""2.3.2"", ""sklearn"": ""1.7.1"", ""torch"": ""2.8.0+cpu"", ""torchvision"": ""0.23.0+cpu"", ""timm"": ""1.0.19"", ""xgboost"": ""3.0.4"", ""cuda_available"": false, ""cuda_version"": null, ""gpu_name"": """"}"
2025-09-18T19:51:11,Pruebas,20250901_PruebasEntrenamientoRF.ipynb,RandomForest,PuntosMuestra_CR_2023.csv,2,42,20439,8760,13,6,1.0655,0.0627,0.007,0.8826,0.8161,"{""host"": ""IALB18"", ""user"": ""Fran"", ""os"": ""Windows 10"", ""machine"": ""AMD64"", ""processor"": ""Intel64 Family 6 Model 183 Stepping 1, GenuineIntel"", ""python"": ""3.11.13"", ""cpu_count_logical"": 32, ""cpu_count_physical"": 24, ""ram_gb"": 127.71, ""numpy"": ""2.3.2"", ""pandas"": ""2.3.2"", ""sklearn"": ""1.7.1"", ""torch"": ""2.8.0+cpu"", ""torchvision"": ""0.23.0+cpu"", ""timm"": ""1.0.19"", ""xgboost"": ""3.0.4"", ""cuda_available"": false, ""cuda_version"": null, ""gpu_name"": """"}"
